Sample;Ch4
394;-0.32613909244537354
395;-0.3314400911331177
396;-0.31932348012924194
397;-0.32386720180511475
398;-0.31578946113586426
399;-0.32386720180511475
400;-0.32613909244537354
401;-0.3268963694572449
402;-0.32159534096717834
403;-0.3233623504638672
404;-0.32462450861930847
405;-0.32159534096717834
406;-0.3231099247932434
407;-0.32386720180511475
408;-0.32386720180511475
409;-0.3200807571411133
410;-0.320838063955307
411;-0.3155370354652405
412;-0.3178088963031769
413;-0.3107408583164215
414;-0.3185662031173706
415;-0.31023600697517395
416;-0.3087214231491089
417;-0.31377002596855164
418;-0.30897387862205505
419;-0.3107408583164215
420;-0.3107408583164215
421;-0.3019058406352997
422;-0.29912909865379333
423;-0.29761454463005066
424;-0.29685723781585693
425;-0.2938280999660492
426;-0.29231351613998413
427;-0.29231351613998413
428;-0.2902940809726715
429;-0.28549790382385254
430;-0.28751733899116516
431;-0.28095418214797974
432;-0.28095418214797974
433;-0.2743909955024719
434;-0.2680802643299103
435;-0.26252681016921997
436;-0.26404139399528503
437;-0.2521772086620331
438;-0.24384702742099762
439;-0.2486431896686554
440;-0.24561402201652527
441;-0.24233244359493256
442;-0.23703141510486603
443;-0.23551684617996216
444;-0.2259245216846466
445;-0.22087591886520386
446;-0.22516722977161407
447;-0.21835163235664368
448;-0.20598258078098297
449;-0.2135554701089859
450;-0.21077874302864075
451;-0.20598258078098297
452;-0.1979048252105713
453;-0.19639025628566742
454;-0.1875552088022232
455;-0.1865454912185669
456;-0.18250662088394165
457;-0.17872017621994019
458;-0.17569102346897125
459;-0.17644831538200378
460;-0.1683705598115921
461;-0.16811813414096832
462;-0.16357439756393433
463;-0.1615549623966217
464;-0.15549665689468384
465;-0.15675880014896393
466;-0.15524421632289886
467;-0.1459043323993683
468;-0.14943833649158478
469;-0.14211788773536682
470;-0.149185910820961
471;-0.14388488233089447
472;-0.14110815525054932
473;-0.14085572957992554
474;-0.14262273907661438
475;-0.13504984974861145
476;-0.13631199300289154
